"Year","Tier","Range","Pass","Gen","Pedigree","Source","id"
2015,3,33,49,1569,"Ki11","Ames 27124","2015_33_49"
2015,3,34,48,1599,"Ki3","Ames 27123","2015_34_48"
2015,3,34,59,1610,"AusTRCF 306303","NSL 437989","2015_34_59"
2015,3,34,68,1618,"A325-1(S10) INBRED (HOTNOT)","PI 221813","2015_34_68"
2015,3,36,39,1651,"STRAIN 11D-586-68(A)","PI 358521","2015_36_39"
2015,3,36,40,1652,"A641N","PI 406125","2015_36_40"
2015,3,36,55,1667,"NC268","PI 587145","2015_36_55"
2015,3,36,60,1672,"CML 69","Ames 28184","2015_36_60"
2015,3,37,47,1688,"Tx817w","Ames 22766","2015_37_47"
2015,3,37,64,1705,"MR09 (Cravo Riogranense) S6","Ames 30527","2015_37_64"
2015,3,37,66,1707,"87014","PI 550920","2015_37_66"
2015,3,37,67,1708,"87036","PI 550922","2015_37_67"
2015,3,38,43,1716,"B98","PI 564683","2015_38_43"
2015,3,38,62,1735,"Tzi 26","PI 540751","2015_38_62"
2015,3,38,63,1736,"Mo18W","PI 550441","2015_38_63"
2015,3,38,67,1739,"GA222","Ames 10252","2015_38_67"
2015,3,40,43,1776,"MR19 (Santo Domingo)","Ames 30533","2015_40_43"
2015,3,40,54,1787,"NC300","Ames 27146","2015_40_54"
2015,3,40,57,1790,"AusTRCF 305808","NSL 437884","2015_40_57"
2015,3,40,59,1792,"AusTRCF 306254","NSL 437943","2015_40_59"
2015,3,41,40,1803,"Hi38 C1","Ames 28957","2015_41_40"
2015,3,41,63,1814,"E697-1-1-1(S5) INBRED","PI 221794","2015_41_63"
2015,3,41,64,1815,"E680-3-1-1(S6) INBRED","PI 221821","2015_41_64"
2017,3,4,59,824,"OC3","PI 553056","2017_4_59"
2017,3,4,64,322,"H126W","PI 583846","2017_4_64"
2017,3,3,45,849,"WXM14","Ames 26755","2017_3_45"
2017,3,4,50,1,"B73","14SJMY:Breed:0001","2017_4_50"
2017,3,5,84,958,"N28Ht","Ames 27138","2017_5_84"
2017,3,4,75,820,"PHZ51","PI 601322","2017_4_75"
2017,3,4,51,492,"Pa356","PI 531081","2017_4_51"
2017,3,4,78,926,"LH59","PI 601466","2017_4_78"
2017,3,4,62,498,"A686su","PI 567794","2017_4_62"
2017,3,4,84,1238,"PHM10","PI 601778","2017_4_84"
2017,3,5,82,957,"B73Htrhm","Ames 27065","2017_5_82"
2017,3,4,72,847,"LH132","PI 601004","2017_4_72"
2017,3,4,49,606,"Pa468","PI 517971","2017_4_49"
2017,3,4,56,581,"MBUB","PI 548839","2017_4_56"
2017,3,4,55,218,"LH181","PI 547087","2017_4_55"
2017,3,5,78,1295,"H46","Ames 26786","2017_5_78"
2017,3,4,53,822,"SD108","PI 538244","2017_4_53"
2017,3,4,66,595,"N507","PI 594056","2017_4_66"
2017,3,4,47,279,"4580 INBRED","PI 415087","2017_4_47"
2017,3,4,79,205,"2MA22","PI 601560","2017_4_79"
2017,3,4,74,819,"PHG83","PI 601229","2017_4_74"
2017,3,5,80,1497,"Ill.Hy","Ames 26808","2017_5_80"
2017,3,4,61,617,"A685su","PI 567793","2017_4_61"
2017,3,4,83,546,"4N506","PI 601745","2017_4_83"
2017,3,5,81,1498,"CO258","Ames 27053","2017_5_81"
2017,3,4,60,616,"ICI 740","PI 559382","2017_4_60"
2017,3,4,69,399,"N521","PI 594070","2017_4_69"
2017,3,4,63,618,"Mo46","PI 583351","2017_4_63"
2017,3,4,81,821,"PHT60","PI 601574","2017_4_81"
2017,3,4,70,910,"N542","PI 594088","2017_4_70"
2017,3,4,73,917,"6103","PI 601159","2017_4_73"
2017,3,4,65,903,"B102","PI 594045","2017_4_65"
2017,3,5,83,1597,"H91","Ames 27114","2017_5_83"
2017,3,4,45,816,"YE-CHI-HUNG","PI 391682","2017_4_45"
2017,3,5,77,984,"H45","Ames 26785","2017_5_77"
2017,3,4,52,1459,"LH206","PI 538010","2017_4_52"
2017,3,4,57,691,"B67","PI 550455","2017_4_57"
2017,3,4,67,810,"N510","PI 594059","2017_4_67"
2017,3,4,76,747,"78371A","PI 601438","2017_4_76"
2017,3,4,71,596,"OC12","PI 596499","2017_4_71"
2017,3,4,58,524,"GTS1","PI 550492","2017_4_58"
2017,3,4,54,523,"LH192","PI 539926","2017_4_54"
2017,3,4,80,629,"MBST","PI 601566","2017_4_80"
2017,3,4,68,905,"N516","PI 594065","2017_4_68"
2017,3,4,77,925,"PHG86","PI 601442","2017_4_77"
2017,3,5,79,955,"H71","Ames 26793","2017_5_79"
2017,3,4,82,854,"J8606","PI 601725","2017_4_82"
2017,3,4,48,683,"B89","PI 509542","2017_4_48"
2017,2,4,22,221,"NJ 116 Wb","Ames 22046","2017_4_22"
2017,2,5,24,1581,"A152","Ames 23395","2017_5_24"
2017,2,5,20,239,"W117HT","Ames 8399","2017_5_20"
2017,2,5,19,100,"ND2000","PI 631394","2017_5_19"
2017,2,5,36,278,"CM99","Ames 27031","2017_5_36"
2017,2,4,30,156,"A675","Ames 23499","2017_4_30"
2017,2,5,37,69,"CO106","Ames 27105","2017_5_37"
2017,2,5,39,40,"C49","Ames 28290","2017_5_39"
2017,2,4,20,28,"Ma32","Ames 22036","2017_4_20"
2017,2,5,14,1250,"PHM81","PI 548801","2017_5_14"
2017,2,4,19,135,"M 45","Ames 22035","2017_4_19"
2017,2,5,29,148,"A497","Ames 23441","2017_5_29"
2017,2,5,26,143,"A218","Ames 23403","2017_5_26"
2017,2,5,21,212,"C27","Ames 22019","2017_5_21"
2017,2,4,35,32,"CO192","Ames 27043","2017_4_35"
2017,2,5,35,53,"C3","Ames 26812","2017_5_35"
2017,2,5,32,264,"A649","Ames 23482","2017_5_32"
2017,2,5,40,151,"WM13R","NSL 30070","2017_5_40"
2017,2,4,28,150,"A508","Ames 23446","2017_4_28"
2017,2,5,38,70,"EP1","Ames 27111","2017_5_38"
2017,2,4,39,75,"ND230","NSL 32728","2017_4_39"
2017,2,5,17,192,"ND256","PI 550554","2017_5_17"
2017,2,4,25,738,"A15","Ames 23389","2017_4_25"
2017,2,4,26,147,"A480","Ames 23439","2017_4_26"
2017,2,4,32,163,"MS74","Ames 24714","2017_4_32"
2017,2,4,27,15,"A495","Ames 23440","2017_4_27"
2017,2,4,40,187,"ND203","NSL 32732","2017_4_40"
2017,2,4,24,108,"W59E","Ames 22767","2017_4_24"
2017,2,5,34,165,"MS206","Ames 24741","2017_5_34"
2017,2,4,33,60,"CM145","Ames 27032","2017_4_33"
2017,2,5,33,269,"A676","Ames 23500","2017_5_33"
2017,2,4,21,31,"Me 123","Ames 22040","2017_4_21"
2017,2,5,30,44,"A509","Ames 23447","2017_5_30"
2017,2,5,25,141,"A158","Ames 23397","2017_5_25"
2017,2,5,28,327,"A385","Ames 23429","2017_5_28"
2017,2,4,36,34,"CO245","Ames 27048","2017_4_36"
2017,2,4,29,237,"A668","Ames 23492","2017_4_29"
2017,2,4,37,35,"C49A","Ames 27067","2017_4_37"
2017,2,4,31,271,"CG10","Ames 24585","2017_4_31"
2017,2,5,18,226,"3IBZ2","PI 554616","2017_5_18"
2017,2,4,34,140,"CM182","Ames 27036","2017_4_34"
2017,2,4,23,11,"W 5543","Ames 22056","2017_4_23"
2017,2,5,16,87,"ND254","PI 550542","2017_5_16"
2017,2,4,38,186,"ND211","NSL 32725","2017_4_38"
2017,2,5,15,86,"ND252","PI 550540","2017_5_15"
2017,2,5,22,213,"C31","Ames 22020","2017_5_22"
2017,2,5,27,38,"A344","Ames 23425","2017_5_27"
2017,3,3,49,568,"H5","Ames 26772","2017_3_49"
2017,3,2,80,778,"MS216","Ames 24745","2017_2_80"
2017,2,15,6,487,"AD SA18","Ames 29018","2017_15_6"
2017,2,16,30,690,"PHW30","PI 548808","2017_16_30"
2017,2,16,32,621,"LH38","PI 600791","2017_16_32"
2017,2,16,23,76,"ND405","NSL 32730","2017_16_23"
2017,2,16,26,593,"NY 992 (Neveh Yaar)","PI 200195","2017_16_26"
2017,2,16,9,206,"2FACC","PI 601808","2017_16_9"
2017,2,16,8,547,"PHV37","PI 601789","2017_16_8"
2017,3,2,46,576,"NC364","Ames 27178","2017_2_46"
2017,2,16,5,647,"NS501","PI 601583","2017_16_5"
2017,2,16,36,731,"89S4110","Ames 12817","2017_16_36"
2017,3,2,57,625,"LH57","PI 601317","2017_2_57"
2017,2,19,14,665,"A632RpRp","Ames 23470","2017_19_14"
2017,2,15,9,586,"W182D","NSL 30063","2017_15_9"
2017,2,15,7,550,"CI 40A","CIze 40","2017_15_7"
2017,2,16,29,490,"Pa392","PI 517968","2017_16_29"
2017,2,16,13,429,"A427","Ames 23435","2017_16_13"
2017,2,16,24,364,"A238","NSL 81595","2017_16_24"
2017,2,15,8,659,"R218","NSL 29305","2017_15_8"
2017,2,16,4,612,"PHK76","PI 601496","2017_16_4"
2017,2,15,3,650,"AD 238 DS","Ames 28978","2017_15_3"
2017,2,16,27,703,"E205-1-1-1 INBRED (S5 SYN. ANVELD)","PI 221747","2017_16_27"
2017,2,16,34,757,"58610 A632 (Meth) Bc5S4","PI 648425","2017_16_34"
2017,3,2,68,657,"W 1736","Ames 22051","2017_2_68"
2017,3,2,55,839,"N501","PI 594050","2017_2_55"
2017,2,15,5,480,"AD 402 DS","Ames 28986","2017_15_5"
2017,2,15,12,666,"A659","NSL 81599","2017_15_12"
2017,3,2,58,748,"87916W","PI 601563","2017_2_58"
2017,2,16,2,611,"IBC2","PI 601459","2017_16_2"
2017,2,16,21,455,"AD SA17","Ames 29017","2017_16_21"
2017,3,2,70,555,"A257","Ames 23407","2017_2_70"
2017,3,2,71,637,"A265","Ames 23410","2017_2_71"
2017,2,16,12,214,"Ia CG4189","Ames 22025","2017_16_12"
2017,2,16,15,124,"A646","Ames 23481","2017_16_15"
2017,3,2,52,516,"DA BA TANG INB. (JI 0241)","PI 405712","2017_2_52"
2017,2,15,15,501,"4F-342 CM 4","PI 198901","2017_15_15"
2017,3,2,60,723,"B87","PI 608768","2017_2_60"
2017,2,16,18,439,"A619Ht1","Ames 25219","2017_16_18"
2017,2,16,16,642,"A669","Ames 23493","2017_16_16"
2017,3,2,69,869,"H114","Ames 22751","2017_2_69"
2017,3,2,56,920,"78010","PI 601211","2017_2_56"
2017,3,2,47,1175,"AD SA13","Ames 29013","2017_2_47"
2017,3,2,66,655,"H107","Ames 19318","2017_2_66"
2017,2,15,1,438,"MS199","Ames 24736","2017_15_1"
2017,2,19,2,818,"IB014","PI 601208","2017_19_2"
2017,2,16,1,1724,"PHB47","PI 601009","2017_16_1"
2017,2,16,10,1450,"B85","PI 608777","2017_16_10"
2017,3,2,48,551,"R219","NSL 29314","2017_2_48"
2017,2,19,11,756,"58609 A632 (Meth) Bc5S4","PI 648424","2017_19_11"
2017,3,2,59,721,"PHW20","PI 601791","2017_2_59"
2017,2,19,22,188,"ND480","NSL 32736","2017_19_22"
2017,2,16,35,861,"Yellow 3-4","Ames 2331","2017_16_35"
2017,2,19,23,477,"NY 364 (Neveh Yaar)","PI 200188","2017_19_23"
2017,2,15,11,693,"R853","NSL 42808","2017_15_11"
2017,2,15,4,479,"AD 188L","Ames 28985","2017_15_4"
2017,2,16,14,527,"A627","Ames 23463","2017_16_14"
2017,2,16,19,569,"H26w","Ames 26778","2017_16_19"
2017,2,16,28,293,"NO. 1004 INBRED","PI 303925","2017_16_28"
2017,3,2,63,835,"Va18A","Ames 19003","2017_2_63"
2017,2,19,13,663,"A630","Ames 23466","2017_19_13"
2017,2,19,20,1097,"AD SA4","Ames 29004","2017_19_20"
2017,2,19,6,515,"11430","PI 601558","2017_19_6"
2017,2,16,6,648,"OQ603","PI 601584","2017_16_6"
2017,2,19,7,409,"2369","PI 601559","2017_19_7"
2017,2,19,18,886,"Il767b","Ames 27445","2017_19_18"
2017,2,19,5,605,"LH54","PI 601316","2017_19_5"
2017,2,15,14,496,"4F-234 BX 4","PI 198892","2017_15_14"
2017,3,2,51,710,"27A-317-68(C)","PI 358525","2017_2_51"
2017,2,16,7,749,"PHN29","PI 601780","2017_16_7"
2017,2,16,25,396,"AusTRCF 305833","NSL 437907","2017_16_25"
2017,2,15,10,772,"R851","NSL 42807","2017_15_10"
2017,2,16,17,348,"MS215","Ames 24744","2017_16_17"
2017,2,16,22,686,"AD 370","Ames 29030","2017_16_22"
2017,2,16,20,759,"Yu796_NS","Ames 27196","2017_16_20"
2017,3,2,62,833,"89S4127","Ames 12820","2017_2_62"
2017,3,2,45,1,"B73","14SJMY:Breed:0001","2017_2_45"
2017,2,16,3,513,"790","PI 601491","2017_16_3"
2017,2,16,31,1,"B73","14SJMY:Breed:0001","2017_16_31"
2017,3,2,49,801,"R181B","NSL 30896","2017_2_49"
2017,2,15,2,533,"MS214","Ames 24743","2017_15_2"
2017,2,19,19,792,"AD 188L DS","Ames 28994","2017_19_19"
2017,2,19,12,343,"W 6714","Ames 22061","2017_19_12"
2017,2,19,8,928,"PHR47","PI 601572","2017_19_8"
2017,2,19,4,1050,"78002A","PI 601301","2017_19_4"
2017,3,2,54,504,"B103","PI 594046","2017_2_54"
2017,3,2,65,943,"C123","Ames 19313","2017_2_65"
2017,3,2,67,1254,"C40","Ames 22022","2017_2_67"
2017,3,2,61,635,"89S4083","Ames 12814","2017_2_61"
2017,2,19,15,560,"MS72","Ames 24713","2017_19_15"
2017,3,2,50,807,"INBRED 34-1181","PI 186219","2017_2_50"
2017,2,19,17,1499,"B164","Ames 27066","2017_19_17"
2017,2,19,9,720,"PHP55","PI 601784","2017_19_9"
2017,2,19,10,754,"Hi47","PI 641229","2017_19_10"
2017,2,19,1,1,"B73","14SJMY:Breed:0001","2017_19_1"
2017,2,19,21,1506,"AD SA11","Ames 29011","2017_19_21"
2017,2,19,3,604,"MBNA","PI 601209","2017_19_3"
2017,2,19,16,277,"MS226","Ames 24751","2017_19_16"
2017,3,13,57,894,"AD SA14","Ames 29014","2017_13_57"
2017,3,13,68,1728,"R-PAH-1","PI 340872","2017_13_68"
2017,3,13,72,1214,"R227","PI 531511","2017_13_72"
2017,3,13,63,1527,"AusTRCF 306312","NSL 437998","2017_13_63"
2017,2,19,36,752,"MS225","Ames 24750","2017_19_36"
2017,3,13,53,1763,"NC368","Ames 27180","2017_13_53"
2017,2,18,30,499,"H99","PI 587129","2017_18_30"
2017,3,13,74,1220,"NC250","PI 550555","2017_13_74"
2017,3,13,79,1717,"R228","PI 592733","2017_13_79"
2017,2,18,33,715,"B105","PI 594048","2017_18_33"
2017,3,13,77,1335,"Oh599","PI 572413","2017_13_77"
2017,3,12,83,1030,"B55","PI 608764","2017_12_83"
2017,3,13,54,1578,"Va14","Ames 27192","2017_13_54"
2017,2,19,26,208,"SD101","PI 533658","2017_19_26"
2017,3,13,64,1617,"INBRED 19-86","PI 186217","2017_13_64"
2017,2,19,24,308,"4578 INBRED","PI 415086","2017_19_24"
2017,2,18,22,725,"B76","PI 550483","2017_18_22"
2017,3,12,71,918,"LH93","PI 601171","2017_12_71"
2017,2,18,27,426,"A684su","PI 567792","2017_18_27"
2017,3,13,80,1228,"R229","PI 592734","2017_13_80"
2017,3,13,84,1757,"B84","PI 608767","2017_13_84"
2017,3,13,65,1419,"INBRED 42-492","PI 186224","2017_13_65"
2017,3,12,74,1725,"SX-6-10 (Tetraploid)","PI 601329","2017_12_74"
2017,3,12,70,1344,"Seagull Seventeen","PI 600751","2017_12_70"
2017,2,18,10,1093,"B91","PI 527700","2017_18_10"
2017,2,18,32,714,"A632","PI 587140","2017_18_32"
2017,3,12,72,919,"78004","PI 601210","2017_12_72"
2017,3,13,60,1219,"R159","NSL 30890","2017_13_60"
2017,2,18,16,413,"SD53","PI 538229","2017_18_16"
2017,3,13,70,1544,"A178N","PI 406110","2017_13_70"
2017,3,13,69,201,"13B-587-68(A)","PI 358522","2017_13_69"
2017,3,13,59,1218,"R138","NSL 30885","2017_13_59"
2017,3,13,81,594,"N504","PI 594053","2017_13_81"
2017,3,13,73,1551,"H102","PI 550496","2017_13_73"
2017,3,12,68,1123,"OC16","PI 596503","2017_12_68"
2017,3,13,82,1042,"N508","PI 594057","2017_13_82"
2017,2,18,15,1215,"LH196","PI 538009","2017_18_15"
2017,3,13,66,502,"4F-345 CN 12","PI 198902","2017_13_66"
2017,2,18,17,718,"B92","PI 539870","2017_18_17"
2017,3,13,62,985,"AusTRCF 305835","NSL 437909","2017_13_62"
2017,2,18,35,623,"LH74","PI 600957","2017_18_35"
2017,3,12,84,934,"NY6371","PI 610494","2017_12_84"
2017,3,12,67,1017,"OC14","PI 596501","2017_12_67"
2017,3,13,76,1255,"B95","PI 561565","2017_13_76"
2017,2,18,14,787,"LH127","PI 538007","2017_18_14"
2017,2,18,39,1158,"G80","PI 601037","2017_18_39"
2017,3,12,73,951,"5707","PI 601269","2017_12_73"
2017,3,12,75,1022,"NS701","PI 601417","2017_12_75"
2017,2,18,28,803,"Mo47","PI 583352","2017_18_28"
2017,3,13,78,1533,"Sg 1533","PI 587132","2017_13_78"
2017,2,18,25,394,"CS608","PI 560316","2017_18_25"
2017,2,19,39,644,"H98","Ames 26798","2017_19_39"
2017,3,12,69,597,"N546","PI 597578","2017_12_69"
2017,2,18,13,211,"S 37","PI 535916","2017_18_13"
2017,2,19,28,837,"Va26","PI 587149","2017_19_28"
2017,2,19,35,776,"MS198","Ames 24735","2017_19_35"
2017,2,19,33,643,"A670","Ames 23494","2017_19_33"
2017,2,18,24,588,"PHBA6","PI 559935","2017_18_24"
2017,2,19,29,126,"E8501","PI 601724","2017_19_29"
2017,3,12,66,912,"N218","PI 596357","2017_12_66"
2017,2,18,9,717,"W572","PI 520772","2017_18_9"
2017,2,18,34,846,"LH119","PI 600954","2017_18_34"
2017,3,12,82,1061,"A663","PI 607523","2017_12_82"
2017,2,18,20,288,"NL001","PI 546485","2017_18_20"
2017,2,19,34,743,"MS76","Ames 24716","2017_19_34"
2017,2,18,36,1,"B73","14SJMY:Breed:0001","2017_18_36"
2017,2,18,8,573,"DA JIN DING (JI 0018)","PI 405713","2017_18_8"
2017,3,13,75,1334,"AR276","PI 561533","2017_13_75"
2017,2,19,32,640,"A645","Ames 23480","2017_19_32"
2017,3,12,76,1266,"HB8229","PI 601564","2017_12_76"
2017,2,18,40,1565,"DJ7","PI 601191","2017_18_40"
2017,2,18,37,1157,"FAPW","PI 600958","2017_18_37"
2017,2,18,19,385,"PHV07","PI 543847","2017_18_19"
2017,2,19,27,788,"SD59","PI 538231","2017_19_27"
2017,2,19,40,1,"B73","14SJMY:Breed:0001","2017_19_40"
2017,2,18,12,817,"SD102","PI 533659","2017_18_12"
2017,2,19,38,784,"A632 su/su","Ames 26762","2017_19_38"
2017,2,18,21,1630,"PHN66","PI 548802","2017_18_21"
2017,2,18,38,848,"PHG50","PI 601006","2017_18_38"
2017,3,12,79,1448,"B42","PI 603939","2017_12_79"
2017,3,13,55,1202,"Mo502W","Ames 28941","2017_13_55"
2017,3,13,58,1210,"K41","NSL 22635","2017_13_58"
2017,2,18,31,427,"Ms71","PI 587137","2017_18_31"
2017,3,13,56,1203,"AD 440 DS-1","Ames 28999","2017_13_56"
2017,2,19,37,753,"Tr","Ames 26022","2017_19_37"
2017,3,12,78,855,"PHJ33","PI 601774","2017_12_78"
2017,3,13,67,909,"NY 123 (Neveh Yaar)","PI 340813","2017_13_67"
2017,2,19,31,737,"Os426","Ames 22756","2017_19_31"
2017,2,18,29,804,"ML606","PI 583774","2017_18_29"
2017,3,12,81,1386,"N7A","PI 607512","2017_12_81"
2017,3,13,61,1013,"AusTRCF 305831","NSL 437905","2017_13_61"
2017,3,12,80,1449,"DE1","PI 606329","2017_12_80"
2017,2,18,7,1698,"PH 9","PI 391414","2017_18_7"
2017,2,18,11,1213,"NC262","PI 531085","2017_18_11"
2017,2,19,30,836,"Va59","Ames 19016","2017_19_30"
2017,2,18,18,719,"B93","PI 539871","2017_18_18"
2017,4,2,106,1044,"N540","PI 594086","2017_2_106"
2017,4,3,120,1112,"AusTRCF 306278","NSL 437964","2017_3_120"
2017,4,2,105,1116,"N514","PI 594063","2017_2_105"
2017,4,2,108,1566,"PHG84","PI 601320","2017_2_108"
2017,4,2,96,1037,"N199","PI 568158","2017_2_96"
2017,4,2,124,1393,"Va3A","Ames 14112","2017_2_124"
2017,4,2,100,1258,"4722","PI 587130","2017_2_100"
2017,4,3,123,1084,"AusTRCF 306343","NSL 438029","2017_3_123"
2017,4,2,97,1256,"N200","PI 568159","2017_2_97"
2017,4,3,128,1649,"NO. 1175 INBRED","PI 303937","2017_3_128"
2017,4,2,125,1656,"Va23","Ames 19007","2017_2_125"
2017,4,2,128,1,"B73","14SJMY:Breed:0001","2017_2_128"
2017,4,2,93,1560,"Pa860","PI 560082","2017_2_93"
2017,4,3,121,1440,"AusTRCF 306296","NSL 437982","2017_3_121"
2017,4,2,95,1714,"AR254","PI 561527","2017_2_95"
2017,4,3,126,470,"4F-300 AD 3","PI 198896","2017_3_126"
2017,4,3,118,1405,"AusTRCF 305801","NSL 437877","2017_3_118"
2017,4,2,116,1674,"B79","PI 608766","2017_2_116"
2017,4,2,98,1257,"Oh603","PI 573098","2017_2_98"
2017,4,2,120,1733,"TZEI 8","PI 641068","2017_2_120"
2017,4,2,102,1639,"Hi39","PI 593017","2017_2_102"
2017,4,2,123,1679,"GE54","Ames 10254","2017_2_123"
2017,4,2,113,1352,"PHP60","PI 601785","2017_2_113"
2017,4,2,103,1009,"B106","PI 594049","2017_2_103"
2017,4,2,126,1280,"Va38","Ames 19011","2017_2_126"
2017,4,2,109,1756,"SX-6-3 (Tetraploid)","PI 601331","2017_2_109"
2017,4,2,119,1065,"Mo48","PI 634206","2017_2_119"
2017,4,2,115,1385,"DE2","PI 606330","2017_2_115"
2017,4,3,127,48,"A17-1-1 INBRED (POTCHEFSTROOM PEARL)","PI 221737","2017_3_127"
2017,4,2,107,1129,"LH123HT","PI 601079","2017_2_107"
2017,4,2,114,1165,"N522","PI 604605","2017_2_114"
2017,4,2,127,1365,"Oh7B","Ames 19323","2017_2_127"
2017,4,2,117,1138,"B86","PI 608778","2017_2_117"
2017,4,2,122,1359,"WFg 3-9","Ames 2340","2017_2_122"
2017,4,3,125,1311,"INBRED 141","PI 186199","2017_3_125"
2017,4,2,92,497,"PHV53","PI 559952","2017_2_92"
2017,4,3,117,1636,"AusTRCF 305795","NSL 437871","2017_3_117"
2017,4,3,116,1331,"R105","NSL 242483","2017_3_116"
2017,4,2,121,1482,"TZEEI 4","PI 641254","2017_2_121"
2017,4,2,111,954,"MBPM","PI 601440","2017_2_111"
2017,4,2,110,1376,"LH156","PI 601403","2017_2_110"
2017,4,3,122,874,"AusTRCF 306333","NSL 438019","2017_3_122"
2017,4,3,124,1447,"INBRED 109","PI 186196","2017_3_124"
2017,4,2,94,1531,"AR234","PI 561523","2017_2_94"
2017,4,2,99,1007,"Mo45","PI 583350","2017_2_99"
2017,4,2,118,1032,"NY5526","PI 610493","2017_2_118"
2017,4,2,112,512,"787","PI 601490","2017_2_112"
2017,4,3,119,1303,"AusTRCF 306239","NSL 437934","2017_3_119"
2017,3,7,63,1127,"LH208","PI 547088","2017_7_63"
2017,3,7,81,838,"Va102","PI 587151","2017_7_81"
2017,3,7,66,1660,"T171","PI 548783","2017_7_66"
2017,3,6,72,1019,"AusTRCF 306308","NSL 437994","2017_6_72"
2017,3,7,77,1363,"PHPR5","PI 559945","2017_7_77"
2017,3,6,84,1206,"R-28","PI 340862","2017_6_84"
2017,3,7,61,1658,"6F629","PI 546483","2017_7_61"
2017,3,7,59,1353,"LH193","PI 539927","2017_7_59"
2017,3,6,75,1644,"AusTRCF 306348","NSL 438034","2017_6_75"
2017,3,6,76,1501,"INBRED A-243-1","PI 186193","2017_6_76"
2017,3,6,82,1348,"B-17 INBR.FR.SUPERGOLD","PI 340850","2017_6_82"
2017,3,7,82,1638,"N801w","PI 592741","2017_7_82"
2017,3,6,68,773,"Os420","NSL 65874","2017_6_68"
2017,3,6,77,1312,"INBRED 34-1141","PI 186218","2017_6_77"
2017,3,6,74,1414,"AusTRCF 306335","NSL 438021","2017_6_74"
2017,3,7,60,823,"HP62-02","PI 542776","2017_7_60"
2017,3,7,67,1102,"B14A","PI 550461","2017_7_67"
2017,3,6,66,802,"R839","NSL 42806","2017_6_66"
2017,3,7,62,1659,"LH128","PI 547086","2017_7_62"
2017,3,7,72,795,"OC5","PI 553058","2017_7_72"
2017,3,6,81,1453,"NO. 1068 INBRED","PI 303932","2017_6_81"
2017,3,7,79,1223,"Pa760","PI 560075","2017_7_79"
2017,3,6,67,1431,"Oh7K","NSL 52605","2017_6_67"
2017,3,7,71,1525,"H111","PI 550527","2017_7_71"
2017,3,7,76,1362,"PHP85","PI 559944","2017_7_76"
2017,3,6,64,1190,"R914","NSL 30910","2017_6_64"
2017,3,7,74,798,"MM402A","PI 554615","2017_7_74"
2017,3,7,73,797,"OC10","PI 553063","2017_7_73"
2017,3,7,65,1099,"LH213","PI 547090","2017_7_65"
2017,3,7,64,1128,"LH212Ht","PI 547089","2017_7_64"
2017,3,7,80,1369,"Va35","PI 587150","2017_7_80"
2017,3,6,78,808,"NY 166 (Neveh Yaar)","PI 200184","2017_6_78"
2017,3,6,71,1080,"AusTRCF 306065","NSL 437925","2017_6_71"
2017,3,6,65,977,"R924","NSL 30913","2017_6_65"
2017,3,7,68,1034,"B59","PI 550462","2017_7_68"
2017,3,7,84,840,"N505","PI 594054","2017_7_84"
2017,3,7,75,1468,"NQ508","PI 559918","2017_7_75"
2017,3,7,70,1,"B73","14SJMY:Breed:0001","2017_7_70"
2017,3,7,69,1328,"B65","PI 550463","2017_7_69"
2017,3,6,69,774,"Oh422","NSL 68211","2017_6_69"
2017,3,6,79,1085,"2 KM 368 INBRED","PI 267166","2017_6_79"
2017,3,6,63,692,"R197","NSL 30902","2017_6_63"
2017,3,7,78,1221,"PHWG5","PI 559954","2017_7_78"
2017,3,7,83,1751,"Hi33","PI 593014","2017_7_83"
2017,3,6,70,668,"AusTRCF 305829","NSL 437903","2017_6_70"
2017,3,6,80,1726,"NO. 1032 INBRED","PI 303928","2017_6_80"
2017,3,6,83,781,"R-18 INBR.FR.SUPERGOLD","PI 340856","2017_6_83"
2017,3,6,73,1020,"AusTRCF 306309","NSL 437995","2017_6_73"
2017,4,10,114,1064,"Mo37","Ames 28935","2017_10_114"
2017,4,10,103,1764,"TZEI 11","PI 641071","2017_10_103"
2017,4,9,92,1744,"Va12C","Ames 14113","2017_9_92"
2017,4,10,128,728,"L 678","Ames 10265","2017_10_128"
2017,4,10,89,1813,"INBRED 100","PI 186197","2017_10_89"
2017,4,10,111,1752,"CML 322","Ames 27096","2017_10_111"
2017,4,10,123,1730,"TZSTRI107","PI 639931","2017_10_123"
2017,2,15,33,615,"ICI 441","PI 559381","2017_15_33"
2017,4,10,125,1739,"GA222","Ames 10252","2017_10_125"
2017,4,11,114,779,"NO. 1201 INBRED","PI 303940","2017_11_114"
2017,2,14,23,548,"58611 Inbred A632","PI 648423","2017_14_23"
2017,4,10,108,1772,"SC144","Ames 10274","2017_10_108"
2017,4,11,95,1599,"Ki3","Ames 27123","2017_11_95"
2017,4,10,100,1743,"Mo14W","PI 558530","2017_10_100"
2017,4,10,109,1279,"Va37","Ames 19010","2017_10_109"
2017,4,10,91,1650,"IA 88","PI 340878","2017_10_91"
2017,4,10,97,1559,"Mo6","PI 558524","2017_10_97"
2017,4,11,116,272,"A661N","PI 406126","2017_11_116"
2017,4,10,98,1742,"Mo9W","PI 558526","2017_10_98"
2017,2,15,31,290,"PHJ90","PI 548799","2017_15_31"
2017,4,10,112,1753,"CML 328","Ames 27098","2017_10_112"
2017,4,11,94,424,"A208","Ames 23402","2017_11_94"
