"Year","Tier","Range","Pass","Gen","Pedigree","Source","id"
2015,3,11,46,899,"R825","NSL 42805","2015_11_46"
2015,3,25,54,1331,"R105","NSL 242483","2015_25_54"
2015,2,23,13,88,"F39","PI 257516","2015_23_13"
2015,2,35,28,462,"W182E","NSL 30074","2015_35_28"
2015,3,25,46,1324,"R134","NSL 30884","2015_25_46"
2015,2,40,27,612,"PHK76","PI 601496","2015_40_27"
2015,3,21,62,1217,"R105","NSL 30880","2015_21_62"
2015,2,31,10,326,"A375","Ames 23428","2015_31_10"
2015,3,31,64,1522,"Mo304ae","NSL 67789","2015_31_64"
2015,3,3,57,666,"A659","NSL 81599","2015_3_57"
2015,3,21,57,1212,"Pa879","PI 517973","2015_21_57"
2015,2,25,18,152,"K","NSL 30862","2015_25_18"
2015,3,24,48,1296,"H96","Ames 26797","2015_24_48"
2015,3,35,53,1634,"Mo313ae","NSL 67798","2015_35_53"
2015,3,22,60,1246,"Va21A","Ames 19004","2015_22_60"
2015,2,31,32,346,"W 6728","Ames 22064","2015_31_32"
2015,2,38,10,534,"WXOs420","Ames 26756","2015_38_10"
2015,2,36,18,484,"B-18 INBR.FR.SUPERGOLD","PI 340855","2015_36_18"
2015,3,4,46,685,"AD SA21","Ames 29021","2015_4_46"
2015,3,7,67,797,"OC10","PI 553063","2015_7_67"
2015,2,26,9,175,"CHAN 11 INBRED","PI 405705","2015_26_9"
2015,3,14,66,1008,"H125","PI 583847","2015_14_66"
2015,3,39,48,1751,"Hi33","PI 593014","2015_39_48"
2015,3,38,55,1728,"R-PAH-1","PI 340872","2015_38_55"
2015,2,41,29,629,"MBST","PI 601566","2015_41_29"
2015,3,19,60,1154,"CI 30","Ames 26124","2015_19_60"
2015,2,32,5,351,"A288","Ames 23414","2015_32_5"
2015,3,27,56,1395,"Va60","Ames 19017","2015_27_56"
2015,2,25,27,161,"A15-1 INBRED (POTCHEFSTROOM PEARL)","PI 221735","2015_25_27"
2015,3,4,53,692,"R197","NSL 30902","2015_4_53"
2015,2,26,20,185,"RS 710","PI 539930","2015_26_20"
2015,3,29,51,1450,"B85","PI 608777","2015_29_51"
2015,2,39,26,581,"MBUB","PI 548839","2015_39_26"
2015,3,35,50,1631,"B56","PI 550471","2015_35_50"
2015,3,28,41,1411,"AusTRCF 306301","NSL 437987","2015_28_41"
2015,3,16,52,1057,"N6","Ames 27137","2015_16_52"
2015,3,16,66,1070,"K150","NSL 22630","2015_16_66"
2015,2,33,8,384,"A641 Goodman-Buckler","Ames 32877","2015_33_8"
2015,3,20,46,1172,"89S4145","Ames 12821","2015_20_46"
2015,3,8,65,825,"PHN73","PI 601782","2015_8_65"
2015,3,30,54,1483,"Lai 1029","Ames 2327","2015_30_54"
2015,3,39,57,1760,"NC340","Ames 27166","2015_39_57"
2015,2,28,32,256,"W 6786","Ames 22066","2015_28_32"
2015,3,10,46,868,"A634","Ames 19308","2015_10_46"
2015,3,3,53,662,"A357","Ames 23426","2015_3_53"
2015,2,30,14,300,"HUO BAO MI (JI 0235)","PI 405714","2015_30_14"
2015,3,6,46,747,"78371A","PI 601438","2015_6_46"
2015,2,39,14,569,"H26w","Ames 26778","2015_39_14"
2015,3,15,40,1014,"AusTRCF 305834","NSL 437908","2015_15_40"
2015,3,3,65,674,"E292-1-1-1 INB(S5 SYN ANVELD X MINN.706)","PI 221750","2015_3_65"
2015,2,32,8,354,"A340","Ames 23424","2015_32_8"
2015,2,36,1,467,"4F-240 BX 16","PI 198893","2015_36_1"
2015,2,32,6,352,"A305","Ames 23417","2015_32_6"
2015,2,38,12,536,"W64A ae/wx","Ames 26768","2015_38_12"
2015,2,20,17,9,"Me 135","Ames 22041","2015_20_17"
2015,3,10,68,890,"Mo20W","PI 550442","2015_10_68"
2015,3,13,67,979,"I 205","NSL 65871","2015_13_67"
2015,3,14,49,992,"AusTRCF 306321","NSL 438007","2015_14_49"
2015,3,26,41,1349,"WIL901","PI 601685","2015_26_41"
2015,3,10,61,883,"CSJ3","Ames 27057","2015_10_61"
2015,2,27,7,203,"K 10","PI 369438","2015_27_7"
2015,2,39,11,566,"B-22 INBR.FR.SUPERGOLD","PI 340857","2015_39_11"
2015,3,7,54,784,"A632 su/su","Ames 26762","2015_7_54"
2015,2,31,21,335,"ND300","PI 607527","2015_31_21"
2015,2,23,3,79,"S 97","PI 535924","2015_23_3"
2015,3,29,62,1460,"LH194","PI 539923","2015_29_62"
2015,3,7,48,778,"MS216","Ames 24745","2015_7_48"
2015,2,37,19,514,"PHN11","PI 601497","2015_37_19"
2015,3,36,66,1676,"CI 44","CIze 44","2015_36_66"
2015,2,40,7,592,"NY 971 (Neveh Yaar)","PI 200194","2015_40_7"
2015,2,23,6,81,"469","PI 233316","2015_23_6"
2015,2,38,5,530,"BO385Y","PI 591014","2015_38_5"
2015,3,5,53,724,"B66","PI 550464","2015_5_53"
2015,3,35,61,1642,"AusTRCF 306316","NSL 438002","2015_35_61"
2015,2,34,24,428,"A679","PI 587142","2015_34_24"
2015,3,24,37,1285,"H112","Ames 22750","2015_24_37"
2015,2,35,31,465,"A672","Ames 23496","2015_35_31"
2015,2,27,1,197,"PHR30","PI 559946","2015_27_1"
2015,3,37,49,1690,"A21-4-1 INBRED (HICKORY KING)","PI 221739","2015_37_49"
2015,2,22,6,52,"MS93","Ames 24725","2015_22_6"
2015,2,21,8,23,"CM174","Ames 19316","2015_21_8"
2015,3,24,38,1286,"K55","Ames 22754","2015_24_38"
2015,3,6,66,766,"R902A","NSL 29284","2015_6_66"
2015,3,16,56,1061,"A663","PI 607523","2015_16_56"
2015,2,21,14,29,"Me 1","Ames 22037","2015_21_14"
2015,3,34,67,1617,"INBRED 19-86","PI 186217","2015_34_67"
2015,2,23,16,91,"G3 T5a","PI 340818","2015_23_16"
2015,3,19,68,1162,"NC290A","Ames 27141","2015_19_68"
2015,3,39,64,1767,"TZAR101","PI 654048","2015_39_64"
2015,3,29,67,1465,"A632 sh2/sh2","Ames 26761","2015_29_67"
2015,3,20,59,1183,"R2","NSL 30865","2015_20_59"
2015,3,15,55,1028,"A564N","PI 406122","2015_15_55"
2015,2,41,24,628,"FBHJ","PI 601439","2015_41_24"
2015,3,25,63,1339,"AusTRCF 306337","NSL 438023","2015_25_63"
2015,2,30,8,294,"NO. 1185 INBRED","PI 303938","2015_30_8"
2015,2,23,25,100,"ND2000","PI 631394","2015_23_25"
2015,2,21,17,32,"CO192","Ames 27043","2015_21_17"
2015,3,37,58,1699,"A14NW","PI 406106","2015_37_58"
2015,2,39,28,583,"LH222","PI 559375","2015_39_28"
2015,3,32,50,1540,"TZEI 12","PI 641072","2015_32_50"
2015,2,29,6,262,"A588","Ames 23455","2015_29_6"
2015,3,3,68,676,"T242","PI 340830","2015_3_68"
2015,3,27,61,1399,"IDS91","Ames 24577","2015_27_61"
2015,2,36,22,488,"AD SA19","Ames 29019","2015_36_22"
2015,3,27,37,1376,"LH156","PI 601403","2015_27_37"
2015,3,22,59,1245,"Va36A","Ames 14116","2015_22_59"
2015,3,34,55,1606,"NC332","Ames 27162","2015_34_55"
2015,2,21,18,33,"CO220","Ames 27045","2015_21_18"
2015,2,34,2,408,"PHT77","PI 601499","2015_34_2"
2015,3,20,66,1190,"R914","NSL 30910","2015_20_66"
2015,3,9,62,854,"J8606","PI 601725","2015_9_62"
2015,3,21,49,1205,"R-4524","PI 340837","2015_21_49"
2015,3,25,40,1318,"R220","NSL 29316","2015_25_40"
2015,2,30,15,1,"B73","14SJMY:Breed:0001","2015_30_15"
2015,3,28,56,1425,"R901","NSL 29282","2015_28_56"
2015,3,5,54,725,"B76","PI 550483","2015_5_54"
2015,2,22,32,76,"ND405","NSL 32730","2015_22_32"
2015,3,22,62,1248,"PHW86","PI 543850","2015_22_62"
2015,2,29,19,273,"4533. INBRED","PI 415078","2015_29_19"
2015,2,25,22,156,"A675","Ames 23499","2015_25_22"
2015,3,30,40,1470,"B99","PI 584528","2015_30_40"
2015,3,29,37,1437,"AusTRCF 306068","NSL 437928","2015_29_37"
2015,2,35,8,444,"C7","Ames 22012","2015_35_8"
2015,2,28,27,251,"CO252","Ames 27049","2015_28_27"
2015,2,36,2,468,"4F-259 HQ","PI 198894","2015_36_2"
2015,3,30,66,1494,"AusTRCF 306241","NSL 437936","2015_30_66"
2015,2,30,21,305,"4554 INBRED","PI 415082","2015_30_21"
2015,2,23,1,77,"S 51","PI 535917","2015_23_1"
2015,3,7,46,776,"MS198","Ames 24735","2015_7_46"
2015,2,36,11,477,"NY 364 (Neveh Yaar)","PI 200188","2015_36_11"
2015,3,34,52,1603,"Mo312ae","NSL 67797","2015_34_52"
2015,3,32,60,1550,"Tx118","Ames 22762","2015_32_60"
2015,3,30,57,1486,"CI 42A","CIze 42","2015_30_57"
2015,3,20,57,1181,"R216A","NSL 29304","2015_20_57"
2015,3,19,40,1136,"LH215","PI 552815","2015_19_40"
2015,3,26,67,1374,"WXK55","Ames 26751","2015_26_67"
2015,3,40,60,1793,"AusTRCF 306346","NSL 438032","2015_40_60"
2015,3,18,64,1128,"LH212Ht","PI 547089","2015_18_64"
2015,3,38,68,1740,"SC90","Ames 10272","2015_38_68"
2015,2,22,1,47,"A16-3-2 INBRED (POTCHEFSTROOM PEARL)","PI 221736","2015_22_1"
2015,2,26,1,167,"T8302 INBRED","PI 267169","2015_26_1"
2015,3,28,64,1432,"SG 30A","NSL 75980","2015_28_64"
2015,2,21,29,44,"A509","Ames 23447","2015_21_29"
2015,3,34,61,1612,"Mo27W","Ames 28927","2015_34_61"
2015,3,13,61,973,"H25W","Ames 20137","2015_13_61"
2015,2,25,4,140,"CM182","Ames 27036","2015_25_4"
2015,3,9,60,852,"H42","Ames 26784","2015_9_60"
2015,3,9,45,837,"Va26","PI 587149","2015_9_45"
2015,3,18,37,1103,"M14","NSL 30867","2015_18_37"
2015,2,41,5,617,"A685su","PI 567793","2015_41_5"
2015,2,39,1,557,"W9","NSL 30065","2015_39_1"
2015,3,19,52,1147,"CI90C","Ames 22440","2015_19_52"
2015,3,19,49,1145,"Va22","Ames 19328","2015_19_49"
2015,3,17,50,1084,"AusTRCF 306343","NSL 438029","2015_17_50"
2015,2,29,3,259,"ND376","NSL 32733","2015_29_3"
2015,3,11,61,914,"A57N","PI 406107","2015_11_61"
2015,3,5,60,731,"89S4110","Ames 12817","2015_5_60"
2015,3,29,44,1444,"HBA1","PI 601172","2015_29_44"
2015,3,40,67,1800,"A98NW","PI 406108","2015_40_67"
2015,2,25,10,144,"CO257","Ames 27052","2015_25_10"
2015,3,3,56,665,"A632RpRp","Ames 23470","2015_3_56"
2015,3,2,52,639,"A321","Ames 23421","2015_2_52"
2015,3,35,45,1626,"CI 317B","CIze 317","2015_35_45"
2015,2,41,31,631,"PHP02","PI 601570","2015_41_31"
2015,3,13,39,953,"PHR36","PI 601361","2015_13_39"
2015,3,8,57,818,"IB014","PI 601208","2015_8_57"
2015,2,30,4,290,"PHJ90","PI 548799","2015_30_4"
2015,3,8,46,807,"INBRED 34-1181","PI 186219","2015_8_46"
2015,3,19,50,1146,"CI31A","Ames 21512","2015_19_50"
2015,2,31,2,318,"ABPl 4","Ames 22793","2015_31_2"
2015,2,21,5,20,"P39 Goodman-Buckler","Ames 28186","2015_21_5"
2015,2,33,31,405,"T140","PI 340826","2015_33_31"
2015,3,36,57,1669,"Mo.G","Ames 27136","2015_36_57"
2015,3,33,39,1560,"Pa860","PI 560082","2015_33_39"
2015,3,27,39,1378,"PHT10","PI 601573","2015_27_39"
2015,3,33,46,1566,"PHG84","PI 601320","2015_33_46"
2015,2,27,9,205,"2MA22","PI 601560","2015_27_9"
2015,3,21,59,1214,"R227","PI 531511","2015_21_59"
2015,2,37,28,522,"Ia453","Ames 22030","2015_37_28"
2015,2,33,20,394,"CS608","PI 560316","2015_33_20"
2015,3,38,47,1720,"AusTRCF 306354","NSL 438040","2015_38_47"
2015,3,34,47,1598,"K64","Ames 27121","2015_34_47"
2015,3,21,60,1215,"LH196","PI 538009","2015_21_60"
2015,2,31,1,317,"ABPl 2","Ames 22792","2015_31_1"
2015,3,29,55,1454,"RB-17 INBR.FR.SUPERGOLD","PI 340854","2015_29_55"
2015,2,25,5,141,"A158","Ames 23397","2015_25_5"
2015,2,27,13,208,"SD101","PI 533658","2015_27_13"
2015,3,9,61,853,"S8326","PI 601612","2015_9_61"
2015,2,37,17,512,"787","PI 601490","2015_37_17"
2015,2,32,12,358,"ND-B8","NSL 32727","2015_32_12"
2015,3,31,46,1504,"CI 43","Ames 28952","2015_31_46"
2015,2,23,28,102,"W182B","Ames 19330","2015_23_28"
2015,3,31,60,1518,"Va33","PI 542959","2015_31_60"
2015,2,32,21,365,"A631","Ames 23467","2015_32_21"
2015,2,21,9,24,"CH711-10","Ames 27018","2015_21_9"
2015,2,26,13,178,"38-11 Goodman-Buckler","Ames 31535","2015_26_13"
2015,3,40,41,1774,"GE 440","Ames 29451","2015_40_41"
2015,2,29,13,269,"A676","Ames 23500","2015_29_13"
2015,3,22,49,1236,"PHR32","PI 601571","2015_22_49"
2015,2,29,15,270,"A683","Ames 23505","2015_29_15"
2015,2,40,2,587,"ICI 893","PI 559383","2015_40_2"
2015,2,24,11,116,"A407","Ames 23431","2015_24_11"
2015,3,23,37,1255,"B95","PI 561565","2015_23_37"
2015,3,16,59,1063,"NC290","Ames 28426","2015_16_59"
2015,2,27,16,211,"S 37","PI 535916","2015_27_16"
2015,3,18,44,1110,"LH214","PI 555660","2015_18_44"
2015,3,9,43,835,"Va18A","Ames 19003","2015_9_43"
2015,2,28,17,243,"MS75","Ames 24715","2015_28_17"
2015,2,34,1,407,"PHK42","PI 601495","2015_34_1"
2015,3,31,59,1517,"Va4","PI 542955","2015_31_59"
2015,3,32,55,1545,"Pa880","PI 517974","2015_32_55"
2015,3,19,37,1133,"B37","PI 550467","2015_19_37"
2015,3,37,57,1698,"PH 9","PI 391414","2015_37_57"
2015,3,26,52,1360,"GA212","Ames 10249","2015_26_52"
2015,3,18,43,1109,"LH209","PI 554612","2015_18_43"
2015,3,21,61,1216,"R78","NSL 30876","2015_21_61"
2015,3,15,63,1036,"Pa778","PI 560081","2015_15_63"
2015,2,31,23,337,"North 7","Ames 2328","2015_31_23"
2015,2,36,5,471,"CH741-6","Ames 27020","2015_36_5"
2015,3,35,40,1622,"CI45","CIze 45","2015_35_40"
2015,2,24,24,129,"ND291","PI 631393","2015_24_24"
2015,2,31,12,328,"A449","Ames 23436","2015_31_12"
2015,2,31,3,319,"A203","Ames 23400","2015_31_3"
2015,3,5,50,721,"PHW20","PI 601791","2015_5_50"
2015,2,32,25,369,"F115","PI 257513","2015_32_25"
2015,3,24,61,1307,"Mo501W","Ames 28940","2015_24_61"
2015,3,17,44,1080,"AusTRCF 306065","NSL 437925","2015_17_44"
2015,3,35,49,1630,"PHN66","PI 548802","2015_35_49"
2015,3,15,57,1030,"B55","PI 608764","2015_15_57"
2015,3,19,61,1155,"LH51","PI 600955","2015_19_61"
2015,2,35,16,451,"Pa405","Ames 22757","2015_35_16"
2015,3,15,65,1038,"Huobai","Ames 2339","2015_15_65"
2015,3,25,61,1337,"AusTRCF 306287","NSL 437973","2015_25_61"
2015,3,36,61,1673,"PHN47","PI 601569","2015_36_61"
2015,2,38,23,547,"PHV37","PI 601789","2015_38_23"
2015,3,33,47,1567,"SX-6-7 (Tetraploid)","PI 601332","2015_33_47"
2015,3,19,48,1144,"N509","PI 594058","2015_19_48"
2015,3,18,65,1129,"LH123HT","PI 601079","2015_18_65"
2015,3,34,58,1609,"AusTRCF 306295","NSL 437981","2015_34_58"
2015,3,28,38,1408,"H93","Ames 26796","2015_28_38"
2015,3,30,38,1468,"NQ508","PI 559918","2015_30_38"
2015,2,28,3,229,"A308","Ames 23418","2015_28_3"
2015,3,19,54,1149,"N528","PI 594075","2015_19_54"
2015,2,28,29,253,"W 3742","Ames 22055","2015_28_29"
2015,2,37,23,518,"Shansi no. 60","PI 459082","2015_37_23"
2015,3,33,37,1558,"Mo3","PI 558522","2015_33_37"
2015,3,11,66,918,"LH93","PI 601171","2015_11_66"
2015,3,27,40,1379,"PHW52","PI 601575","2015_27_40"
2015,3,39,53,1756,"SX-6-3 (Tetraploid)","PI 601331","2015_39_53"
2015,3,32,48,1538,"R-15 DENT STERILE","PI 340844","2015_32_48"
2015,2,35,26,460,"W374R2","NSL 30055","2015_35_26"
2015,3,8,45,806,"A648","NSL 81597","2015_8_45"
2015,2,25,21,155,"A666","Ames 23490","2015_25_21"
2015,3,30,67,1495,"AusTRCF 306264","NSL 437952","2015_30_67"
2015,3,30,47,1476,"WIL900","PI 601684","2015_30_47"
2015,3,36,49,1661,"Tx706","Ames 23924","2015_36_49"
2015,3,39,54,1757,"B84","PI 608767","2015_39_54"
2015,3,23,50,1268,"F2834T","Ames 27112","2015_23_50"
2015,2,24,8,113,"ND245","PI 550489","2015_24_8"
2015,3,27,59,1397,"R71","NSL 30872","2015_27_59"
2015,2,28,11,237,"A668","Ames 23492","2015_28_11"
2015,2,34,26,430,"A451","Ames 23438","2015_34_26"
2015,3,24,46,1294,"WXW22","Ames 26757","2015_24_46"
2015,3,27,50,1389,"CI 29B","CIze 29","2015_27_50"
2015,3,33,66,1586,"Mo508W","Ames 28943","2015_33_66"
2015,3,9,65,856,"NC262B","Ames 28413","2015_9_65"
2015,2,33,29,403,"NO. 1070 INBRED","PI 303933","2015_33_29"
2015,3,3,47,656,"C5 Ark 1956","Ames 22011","2015_3_47"
2015,3,28,50,1419,"INBRED 42-492","PI 186224","2015_28_50"
2015,2,27,25,219,"NJ 112","Ames 22044","2015_27_25"
2015,3,20,44,1170,"NC278","Ames 28419","2015_20_44"
2015,3,39,46,1749,"Hi29","PI 593011","2015_39_46"
2015,3,14,39,983,"B84 +/su","Ames 26763","2015_14_39"
2015,3,26,48,1356,"PHP76","PI 543846","2015_26_48"
2015,3,32,46,1536,"B96","PI 270297","2015_32_46"
2015,3,20,64,1188,"H55","Ames 26791","2015_20_64"
2015,3,37,63,1704,"1497-2","Ames 29394","2015_37_63"
2015,2,35,27,461,"WR3","NSL 30066","2015_35_27"
2015,2,33,23,397,"NY 65 (Neveh Yaar)","PI 200181","2015_33_23"
2015,3,26,57,1364,"H95","Ames 19319","2015_26_57"
2015,3,16,61,1065,"Mo48","PI 634206","2015_16_61"
2015,3,21,58,1213,"NC262","PI 531085","2015_21_58"
2015,3,4,43,682,"Eng-li Chih","PI 427109","2015_4_43"
2015,2,35,11,446,"AD 104 DS","Ames 28974","2015_35_11"
2015,2,24,5,111,"S 117","PI 535926","2015_24_5"
2015,3,14,40,984,"H45","Ames 26785","2015_14_40"
2015,3,32,51,1541,"S330","Ames 2341","2015_32_51"
2015,3,8,53,814,"STRAIN 465A-421-68(B)","PI 358530","2015_8_53"
2015,3,25,56,1332,"AusTRCF 306238","NSL 437933","2015_25_56"
2015,3,20,48,1174,"Va22B","Ames 19006","2015_20_48"
2015,2,25,26,160,"A12","NSL 42873","2015_25_26"
2015,2,30,10,296,"4676A","PI 601300","2015_30_10"
2015,3,25,38,1316,"CI 27","CIze 27","2015_25_38"
2015,3,4,52,691,"B67","PI 550455","2015_4_52"
2015,3,33,41,1562,"Mo41","Ames 26909","2015_33_41"
2015,3,26,39,1347,"RB-15 DENT STERILE","PI 340846","2015_26_39"
2015,3,28,52,1421,"A14 INBRED (POTCHEFSTROOM PEARL)","PI 221734","2015_28_52"
2015,3,31,62,1520,"90","NSL 30903","2015_31_62"
2015,3,25,41,1319,"A266N","PI 406113","2015_25_41"
2015,2,23,7,82,"592","PI 233317","2015_23_7"
2015,2,32,29,373,"MS71","Ames 24712","2015_32_29"
2015,3,38,59,1732,"TZSTRI114","PI 639938","2015_38_59"
2015,2,23,22,97,"4537. INBRED","PI 415079","2015_23_22"
2015,2,35,2,438,"MS199","Ames 24736","2015_35_2"
2015,2,23,11,86,"ND252","PI 550540","2015_23_11"
2015,3,6,56,757,"58610 A632 (Meth) Bc5S4","PI 648425","2015_6_56"
2015,3,16,49,1054,"H28w","Ames 26780","2015_16_49"
2015,3,7,51,781,"R-18 INBR.FR.SUPERGOLD","PI 340856","2015_7_51"
2015,2,24,20,125,"A655","Ames 23487","2015_24_20"
2015,3,12,43,927,"PHK29","PI 601468","2015_12_43"
2015,3,11,37,891,"AD H10","Ames 28989","2015_11_37"
2015,2,40,8,593,"NY 992 (Neveh Yaar)","PI 200195","2015_40_8"
2015,3,39,66,1769,"NC286","Ames 28424","2015_39_66"
2015,2,38,21,545,"78551S","PI 601562","2015_38_21"
2015,2,21,6,21,"Hi27 Goodman-Buckler","Ames 28291","2015_21_6"
2015,2,32,18,363,"B8","NSL 65864","2015_32_18"
2015,2,38,16,540,"IBB15","PI 601458","2015_38_16"
2015,3,24,58,1304,"AusTRCF 306245","NSL 437940","2015_24_58"
2015,2,41,15,623,"LH74","PI 600957","2015_41_15"
2015,3,38,40,1713,"Mo303ae","NSL 67788","2015_38_40"
2015,3,18,55,1120,"BR-28 INBR.FR.YEL.PEARL","PI 340861","2015_18_55"
2015,3,38,64,1737,"T61","PI 550514","2015_38_64"
2015,3,3,54,663,"A630","Ames 23466","2015_3_54"
2015,3,39,59,1762,"NC350","Ames 27171","2015_39_59"
2015,2,31,20,334,"A629","Ames 23465","2015_31_20"
2015,3,17,66,1100,"B52","PI 550454","2015_17_66"
2015,3,34,49,1600,"Mo305ae","NSL 67790","2015_34_49"
2015,3,38,61,1734,"NC258","PI 531084","2015_38_61"
2015,3,31,37,1497,"Ill.Hy","Ames 26808","2015_31_37"
2015,3,31,56,1514,"CI 38B","CIze 38","2015_31_56"
2015,3,25,57,1333,"PHVA9","PI 559953","2015_25_57"
2015,2,24,26,130,"S4","Ames 23508","2015_24_26"
2015,3,33,68,1588,"CML 336","Ames 30856","2015_33_68"
2015,3,6,64,765,"Ia Ev3004","Ames 22027","2015_6_64"
2015,2,39,22,577,"LH143 (Maintainer)","Ames 27450","2015_39_22"
2015,3,25,51,1328,"B65","PI 550463","2015_25_51"
2015,2,31,7,323,"W64A","PI 587152","2015_31_7"
2015,3,18,38,1104,"R74","NSL 30873","2015_18_38"
2015,3,39,65,1768,"NC258A","Ames 28411","2015_39_65"
2015,2,28,24,248,"Me 244 Wa","Ames 22042","2015_28_24"
2015,2,41,30,630,"PHH93","PI 601567","2015_41_30"
2015,3,40,64,1797,"CML 77","Ames 28185","2015_40_64"
2015,3,4,42,681,"TANG CHAO INBRED","PI 405709","2015_4_42"
2015,3,20,45,1171,"Hi60","PI 641242","2015_20_45"
2015,3,30,63,1491,"CI 32","Ames 26126","2015_30_63"
2015,2,29,12,268,"YANG","PI 391672","2015_29_12"
2015,3,13,57,970,"AD SA12","Ames 29012","2015_13_57"
2015,3,37,50,1691,"A436-1 INBRED","PI 221775","2015_37_50"
2015,2,37,1,497,"PHV53","PI 559952","2015_37_1"
2015,3,6,61,762,"Mo42","Ames 20120","2015_6_61"
2015,3,38,45,1718,"AusTRCF 306324","NSL 438010","2015_38_45"
2015,3,15,52,1025,"PHT55","PI 601498","2015_15_52"
2015,3,28,63,1431,"Oh7K","NSL 52605","2015_28_63"
2015,3,17,52,1086,"B-15 DENT STERILE","PI 340841","2015_17_52"
2015,3,21,63,1218,"R138","NSL 30885","2015_21_63"
2015,2,35,5,441,"A664","PI 607524","2015_35_5"
2015,2,29,21,275,"MS141","Ames 24732","2015_29_21"
2015,3,9,37,829,"Mo17","PI 558532","2015_9_37"
2015,3,30,53,1482,"TZEEI 4","PI 641254","2015_30_53"
2015,2,25,15,149,"A498","Ames 23442","2015_25_15"
2015,2,23,18,93,"LH145","PI 600959","2015_23_18"
2015,3,23,44,1262,"WX33-16","Ames 26742","2015_23_44"
2015,3,9,47,839,"N501","PI 594050","2015_9_47"
2015,3,37,61,1702,"Mo403","Ames 28362","2015_37_61"
2015,3,33,57,1577,"NC358","Ames 27175","2015_33_57"
2015,3,28,59,1427,"GT113","PI 511313","2015_28_59"
2015,2,30,22,306,"4562 INBRED","PI 415083","2015_30_22"
2015,3,10,40,863,"NC83","Ames 12727","2015_10_40"
2015,2,40,12,597,"N546","PI 597578","2015_40_12"
2015,3,39,58,1761,"NC344","Ames 27168","2015_39_58"
2015,3,7,68,798,"MM402A","PI 554615","2015_7_68"
2015,3,20,38,1164,"PHT22","PI 601788","2015_20_38"
2015,2,39,13,568,"H5","Ames 26772","2015_39_13"
2015,3,10,63,885,"NC292","Ames 27142","2015_10_63"
2015,2,24,17,122,"A547","Ames 23448","2015_24_17"
2015,2,33,9,385,"PHV07","PI 543847","2015_33_9"
2015,3,31,51,1509,"KUNG-70","PI 391662","2015_31_51"
2015,2,39,27,582,"L 155","PI 550695","2015_39_27"
2015,3,6,48,749,"PHN29","PI 601780","2015_6_48"
2015,3,28,51,1420,"NY 188 (Neveh Yaar)","PI 200185","2015_28_51"
2015,3,5,49,720,"PHP55","PI 601784","2015_5_49"
2015,3,9,64,855,"PHJ33","PI 601774","2015_9_64"
2015,3,19,42,1138,"B86","PI 608778","2015_19_42"
2015,2,35,12,447,"AD 157 DS","Ames 28981","2015_35_12"
2015,2,29,4,260,"A7","NSL 42872","2015_29_4"
2015,3,38,56,1729,"IA DS 53","PI 340876","2015_38_56"
2015,2,33,10,386,"ND247","PI 550503","2015_33_10"
2015,2,29,20,274,"4554. INBRED","PI 415081","2015_29_20"
2015,2,34,11,416,"C90","Ames 22024","2015_34_11"
2015,3,18,52,1117,"N523","PI 594071","2015_18_52"
2015,2,24,1,107,"W 6462","Ames 22060","2015_24_1"
2015,2,40,23,608,"LH220Ht","PI 538011","2015_40_23"
2015,2,26,23,188,"ND480","NSL 32736","2015_26_23"
2015,3,2,43,634,"(Twan x Tzuh)-S6","Ames 2338","2015_2_43"
2015,3,27,54,1393,"Va3A","Ames 14112","2015_27_54"
2015,3,20,55,1179,"A116","Ames 23394","2015_20_55"
2015,3,37,53,1694,"H14","Ames 26774","2015_37_53"
2015,2,38,14,538,"PHG72","PI 601319","2015_38_14"
2015,3,27,41,1380,"Mo36","Ames 28934","2015_27_41"
2015,3,4,45,684,"AD SA20","Ames 29020","2015_4_45"
2015,2,37,26,521,"C68","Ames 22023","2015_37_26"
2015,2,22,10,56,"F2","PI 257506","2015_22_10"
2015,2,28,7,233,"807","PI 601430","2015_28_7"
2015,3,35,62,1643,"AusTRCF 306322","NSL 438008","2015_35_62"
2015,3,27,38,1377,"PHV78","PI 601470","2015_27_38"
2015,3,32,62,1551,"H102","PI 550496","2015_32_62"
2015,2,23,9,84,"ND246","PI 550490","2015_23_9"
2015,2,41,14,622,"LH39","PI 600944","2015_41_14"
2015,3,25,60,1336,"H105W","PI 587127","2015_25_60"
2015,3,12,37,921,"B54","PI 550470","2015_12_37"
2015,3,11,40,894,"AD SA14","Ames 29014","2015_11_40"
2015,2,38,11,535,"A632 +/sh2","Ames 26760","2015_38_11"
2015,3,26,58,1365,"Oh7B","Ames 19323","2015_26_58"
2015,3,27,60,1398,"R154","NSL 30888","2015_27_60"
2015,3,22,63,1249,"Lp215D","PI 547107","2015_22_63"
2015,3,19,65,1159,"H73","Ames 26794","2015_19_65"
2015,2,39,18,573,"DA JIN DING (JI 0018)","PI 405713","2015_39_18"
2015,2,23,4,80,"S 99","PI 535925","2015_23_4"
2015,2,26,27,191,"ND248","PI 550504","2015_26_27"
2015,3,11,47,900,"B38","NSL 65869","2015_11_47"
2015,3,37,54,1695,"H88","Ames 26795","2015_37_54"
2015,3,26,40,1348,"B-17 INBR.FR.SUPERGOLD","PI 340850","2015_26_40"
2015,3,16,42,1047,"CI 31","Ames 26125","2015_16_42"
2015,3,6,57,758,"Oh43E","Ames 27183","2015_6_57"
2015,2,20,27,15,"A495","Ames 23440","2015_20_27"
