ID	Tier	Range	Pass	Year	check	is.experimental	plate	d.T3	g.T3	a.T3	d.T	g.T	a.T	Total.Tocotrienols	Total.Tocopherols	Total.Tocochromanols
PI 591015	4	12	101	2017	99	1	19	2.053494931	58.9102202	14.96831146	3.543622094	94.98085172	14.55529933	75.93202659	113.0797731	189.0117997
PI 592735	4	4	101	2017	99	1	18	1.117282684	31.64789791	6.223643421	1.211483374	33.93978077	3.417244723	38.98882401	38.56850887	77.55733289
PI 406123	4	5	101	2017	99	1	11	0.532263604	5.711996775	11.6874656	2.301463639	37.02945735	9.68652964	17.93172598	49.01745062	66.9491766
Ames 28942	4	6	101	2017	99	1	18	2.030389282	14.89289904	20.56118173	0.703272828	19.14404207	8.457924588	37.48447005	28.30523948	65.78970954
Ames 28952	4	7	101	2017	99	1	12	0.484907581	12.80573901	5.352334574	0.47653573	17.63582571	1.027026998	18.64298116	19.13938844	37.7823696
CIze 64	4	8	101	2017	99	1	12	0.809358433	17.35978717	11.57574819	0.227692242	11.67697765	4.445530104	29.74489379	16.3502	46.09509379
Ames 27101	4	9	101	2017	99	1	15	0.241129248	8.3286623	4.225969623	0.971491509	29.76465128	5.964916045	12.79576117	36.70105884	49.49682001
PI 619430	4	10	102	2017	99	1	6	0.650414616	18.81652113	7.752106837	0.752920291	30.18463966	10.30006989	27.21904259	41.23762984	68.45667243
PI 593017	4	2	102	2017	99	1	5	0.2982984	14.66437874	8.847177572	0.154661409	11.03511807	1.676671517	23.80985471	12.86645099	36.6763057
Ames 28939	4	3	102	2017	99	1	17	0.29459463	20.00109742	18.89859709	3.702534631	73.81136021	17.78251541	39.19428915	95.29641025	134.4906994
PI 596500	4	4	102	2017	99	1	17	0.673288529	17.47703343	7.951429469	2.321310195	54.74771417	6.441499983	26.10175143	63.51052435	89.61227578
PI 459080	4	5	102	2017	99	1	10	0.14416199	2.786036634	7.079124523	0.905767534	41.98110767	1.96068133	10.00932315	44.84755654	54.85687969
Ames 29394	4	6	102	2017	99	1	18	2.331384427	26.83610602	7.68025458	0.445006023	71.98981308	2.910018104	36.84774503	75.3448372	112.1925822
Ames 29451	4	7	102	2017	99	1	13	0.42181534	6.67818433	9.271434869	0.61615031	19.23264551	8.42879903	16.37143454	28.27759485	44.64902939
CIze 88	4	8	102	2017	99	1	12	1.525338151	18.64794575	10.27444539	1.38747862	36.81928405	5.310315418	30.44772929	43.51707808	73.96480737
Ames 27144	4	9	102	2017	99	1	15	0.882763558	26.75221363	20.73020863	0.18674758	12.9754238	16.45484341	48.36518582	29.61701479	77.98220062
PI 641071	4	10	103	2017	99	1	6	0.29589187	5.064637946	5.979246048	0.317292892	9.987433357	5.147762436	11.33977586	15.45248869	26.79226455
PI 594049	4	2	103	2017	99	1	5	0.605644719	19.43832258	7.651836969	1.380564596	35.50476453	6.99213129	27.69580426	43.87746042	71.57326468
Ames 29026	4	3	103	2017	99	1	17	0.825868712	16.10923183	4.471059802	2.030231208	40.17132242	1.198523539	21.40616035	43.40007717	64.80623751
PI 601404	4	4	103	2017	99	1	17	0.415610197	8.717048005	19.95389115	0.588446315	30.16606095	15.54593713	29.08654935	46.3004444	75.38699375
PI 511313	4	5	103	2017	99	1	10	1.096601998	22.82615212	8.482975993	3.824940516	53.27603279	0.726118471	32.40573011	57.82709177	90.23282189
Ames 30856	4	6	103	2017	99	1	18	0.283250546	10.32577795	5.521465763	0.588998994	31.58296664	6.944649932	16.13049426	39.11661557	55.24710982
Ames 30533	4	7	103	2017	99	1	12	0.477240578	16.98103728	7.919864201	1.385295142	59.37710638	1.458216363	25.37814206	62.22061788	87.59875994
CIze 317	4	8	103	2017	99	1	12	0.457084799	8.443538244	14.70782675	1.628859554	41.12346826	12.41033265	23.6084498	55.16266046	78.77111026
Ames 27146	4	9	103	2017	99	1	14	0.442740955	11.75325648	14.64003475	0.049302857	2.8699294	10.90785645	26.83603218	13.8270887	40.66312089
PI 641072	4	10	104	2017	99	1	6	0.399878632	6.789483688	4.867267111	2.21761518	33.76452305	1.069886612	12.05662943	37.05202485	49.10865428
Ames 31535	4	3	104	2017	99	1	17	0.343012149	19.50729936	8.296239229	3.785916776	71.66285286	3.595698679	28.14655074	79.04446831	107.1910191
PI 601494	4	4	104	2017	99	1	17	0.200044501	3.446732023	11.46703508	0.515094099	25.26712478	10.70005151	15.1138116	36.48227039	51.59608199
PI 517973	4	5	104	2017	99	1	10	1.989063956	35.45241657	9.764862556	4.34462405	89.95295514	1.32217682	47.20634308	95.61975601	142.8260991
CIze 85	4	6	104	2017	99	1	19	1.257919602	28.89226113	6.158377132	1.072406791	43.81888691	6.84801707	36.30855786	51.73931077	88.04786863
NSL 53094	4	7	104	2017	99	1	12	0.069280971	1.047356583	4.125655103	0.509320893	37.326112	9.11211648	5.242292657	46.94754937	52.18984203
Ames 27148	4	9	104	2017	99	1	14	0.110448055	5.051541165	14.8088119	0.177149547	13.17525818	19.13302383	19.97080112	32.48543155	52.45623268
PI 641243	4	10	105	2017	99	1	6	0.331726117	11.11301599	7.022504751	2.118967745	46.757122	0.816777773	18.46724686	49.69286752	68.16011437
PI 594063	4	2	105	2017	99	1	5	1.313553897	31.55578322	7.943964401	1.90733143	80.97221741	16.57361799	40.81330151	99.45316683	140.2664683
NSL 22628	4	3	105	2017	99	1	17	0.142406677	5.422479483	10.22919918	0.721342286	30.47281103	3.059636491	15.79408534	34.25378981	50.04787515
PI 601685	4	4	105	2017	99	1	17	0.70933707	10.62463559	12.66596939	0.653421217	28.38976789	11.85505866	23.99994205	40.89824777	64.89818982
PI 542953	4	5	105	2017	99	1	10	0.2204333	4.500423831	9.074337387	9.750521931	51.17549482	2.608488633	13.79519452	63.53450538	77.3296999
CIze 90	4	6	105	2017	99	1	18	0.920308297	17.65951638	10.28453533	1.379692557	34.08379553	6.199080974	28.86436001	41.66256906	70.52692907
NSL 53095	4	7	105	2017	99	1	12	0.216196655	5.717065087	8.410355835	0.580519513	38.87892958	3.257128926	14.34361758	42.71657802	57.0601956
NSL 67788	4	8	105	2017	99	1	13	1.007618975	7.768097658	16.09434639	0.520032597	30.50467731	22.42950156	24.87006302	53.45421146	78.32427449
Ames 27163	4	9	105	2017	99	1	14	0.123451798	2.481118483	4.30087202	4.686917104	39.0131484	6.069616086	6.905442302	49.76968159	56.67512389
PI 641249	4	10	106	2017	99	1	6	0.210673952	3.910610658	6.49064568	0.655235759	24.69048799	1.1362327	10.61193029	26.48195645	37.09388674
PI 594086	4	2	106	2017	99	1	5	1.378173975	30.69968547	9.730810353	1.656461745	66.01263483	10.78536916	41.80866979	78.45446573	120.2631355
PI 601779	4	4	106	2017	99	1	18	0.290833213	5.898787906	14.31251656	1.461682317	37.92094055	18.08930315	20.50213768	57.47192601	77.9740637
PI 550514	4	5	106	2017	99	1	10	3.682632656	30.95995475	7.432829294	1.120453736	22.61414814	4.060640064	42.0754167	27.79524194	69.87065864
CIze 91	4	6	106	2017	99	1	19	1.661241691	30.29713275	17.88123036	3.942401428	46.75099272	9.815207895	49.8396048	60.50860204	110.3482068
NSL 68252	4	7	106	2017	99	1	12	0.092773985	1.27567441	4.514320392	0.630055898	41.47939879	7.644858319	5.882768786	49.754313	55.63708179
NSL 67793	4	8	106	2017	99	1	13	0.947626892	6.649405744	14.85105071	0.262168536	24.28106502	15.31244535	22.44808334	39.85567891	62.30376225
Ames 28291	4	9	106	2017	99	1	14	0.296364946	5.940504659	11.90867928	1.437938994	36.72810942	11.35895853	18.14554889	49.52500695	67.67055584
PI 601079	4	2	107	2017	99	1	5	0.857293932	24.70002362	4.817647834	0.438152779	12.55201402	4.629119586	30.37496538	17.61928639	47.99425177
NSL 29287	4	3	107	2017	99	1	18	1.040777698	11.52772586	3.605144875	2.186276451	38.03416089	0.687033755	16.17364843	40.90747109	57.08111952
PI 641253	4	4	107	2017	99	1	17	1.313480073	13.67465688	20.71378535	2.055143633	66.14951241	12.40823676	35.7019223	80.6128928	116.3148151
PI 550556	4	5	107	2017	99	1	10	0.615297563	7.991004129	10.59863324	0.636953187	31.26608266	18.05222138	19.20493493	49.95525723	69.16019216
CIze 127	4	6	107	2017	99	1	18	0.136278532	3.467055567	9.223016435	0.40621858	19.3451481	9.832764082	12.82635053	29.58413076	42.4104813
NSL 437890	4	7	107	2017	99	1	12	0.260115887	9.877082828	13.78301648	0.341972977	24.50524813	7.623111884	23.9202152	32.47033299	56.39054819
NSL 437895	4	8	107	2017	99	1	12	1.635095009	6.808177619	7.201261669	1.400959485	24.97654397	5.694288293	15.6445343	32.07179175	47.71632604
Ames 28362	4	9	107	2017	99	1	15	0.450833403	20.23490604	4.74171497	4.417154163	76.53504415	3.942118983	25.42745441	84.89431729	110.3217717
Ames 10274	4	10	108	2017	99	1	6	3.060245723	19.44931064	12.86762853	3.171640174	50.95976811	13.37037377	35.3771849	67.50178206	102.878967
PI 601320	4	2	108	2017	99	1	5	0.468970821	6.325059411	9.539204182	1.985268076	20.97907236	13.79692545	16.33323441	36.76126589	53.09450031
NSL 30878	4	3	108	2017	99	1	18	0.288196433	15.36964325	4.523060229	0.182690701	11.14044768	0.126772564	20.18089991	11.44991095	31.63081086
Ames 2339	4	4	108	2017	99	1	18	0.556038996	11.87396886	10.00483594	2.130595731	42.42771112	7.149711825	22.43484379	51.70801867	74.14286247
PI 558518	4	5	108	2017	99	1	10	1.219853985	32.87176549	6.800525111	0.706046365	63.48580036	6.404213072	40.89214459	70.5960598	111.4882044
NSL 8579	4	6	108	2017	99	1	18	1.21688852	46.0294792	7.642647224	3.575261611	68.36179073	1.687971727	54.88901495	73.62502407	128.514039
NSL 437928	4	7	108	2017	99	1	12	0.957768523	11.44720369	2.874691085	0.630346989	34.47826449	1.506139565	15.2796633	36.61475104	51.89441435
NSL 437915	4	8	108	2017	99	1	12	0.216303693	1.928957231	5.281695615	0.598940954	21.23041233	10.10197222	7.426956539	31.9313255	39.35828204
Ames 28931	4	9	108	2017	99	1	14	0.251645985	9.57753161	7.561706979	0.82842582	50.89032559	5.418636317	17.39088457	57.13738773	74.5282723
Ames 19010	4	10	109	2017	99	1	6	4.632650413	96.03147562	8.122373622	3.860315891	51.95809201	2.439758736	108.7864997	58.25816664	167.0446663
PI 601331	4	2	109	2017	99	1	5	1.081429246	17.20188292	8.204946224	3.634849085	66.48924727	5.021871458	26.48825839	75.14596781	101.6342262
NSL 30905	4	3	109	2017	99	1	18	0.123224093	3.568304407	5.184294578	0.311435595	23.81870171	1.544893248	8.875823078	25.67503055	34.55085363
Ames 12816	4	4	109	2017	99	1	17	0.823438476	9.44718972	12.64630833	0.795679409	33.89716973	17.41842744	22.91693653	52.11127659	75.02821312
PI 558521	4	5	109	2017	99	1	10	0.465601836	13.62715331	6.094115113	0.095161341	10.48116942	2.162262964	20.18687026	12.73859372	32.92546399
NSL 30046	4	6	109	2017	99	1	19	1.906422574	13.51177775	8.92998575	0.801610798	38.75230386	0.281270997	24.34818607	39.83518566	64.18337173
14SJMY:Breed:0001	4	7	109	2017	1	0	13	1.936279471	35.36026724	13.23080817	4.183312435	39.15595282	7.704596554	50.52735488	51.0438618	101.5712167
NSL 437983	4	8	109	2017	99	1	12	0.300120014	2.487068315	5.18064182	1.54936853	42.90044124	1.568353993	7.967830148	46.01816376	53.98599391
Ames 30855	4	9	109	2017	99	1	14	3.208609603	26.92320575	5.276855638	1.625103439	21.50863331	2.015545761	35.40867099	25.14928251	60.5579535
Ames 24709	2	10	11	2017	99	1	8	1.253492848	13.46587691	5.905756154	0.385901334	27.00110029	3.803793472	20.62512591	31.1907951	51.81592101
PI 601377	2	11	11	2017	99	1	13	1.180543273	34.08088624	12.65759877	2.874526449	38.29767826	16.20649072	47.91902828	57.37869543	105.2977237
NSL 29898	2	12	11	2017	99	1	16	0.109539198	6.914011476	3.333682425	2.31516873	87.9081306	0.271588127	10.3572331	90.49488745	100.8521206
PI 601499	2	13	11	2017	99	1	14	0.756045314	19.45336537	10.7104054	0.929678841	41.62378477	9.527196684	30.91981608	52.0806603	83.00047637
14SJMY:Breed:0001	2	14	11	2017	1	0	14	1.154310068	30.31405254	12.3114353	5.431046568	41.82209097	3.974125382	43.77979791	51.22726292	95.00706083
NSL 42808	2	15	11	2017	99	1	3	1.759574363	38.79264929	2.869534993	4.354072354	111.8115449	10.26545715	43.42175864	126.4310744	169.852833
Ames 24728	2	17	11	2017	99	1	7	0.436733184	10.66682547	7.855882861	1.107059361	65.3215647	2.180181868	18.95944152	68.60880593	87.56824744
PI 531085	2	18	11	2017	99	1	5	3.610573977	38.20200299	7.591434086	1.53889654	52.66722283	1.834774866	49.40401105	56.04089424	105.4449053
PI 648424	2	19	11	2017	99	1	3	0.167900105	5.51382126	10.87225921	0.315193687	15.20972887	4.619292302	16.55398058	20.14421486	36.69819544
Ames 30531	2	2	11	2017	99	1	9	0.372307957	7.59096244	9.466315324	1.986681927	48.75015537	2.400380056	17.42958572	53.13721735	70.56680307
PI 257507	2	3	11	2017	99	1	9	0.453695073	19.13555469	2.832714143	3.446083564	50.52984524	5.547838351	22.4219639	59.52376716	81.94573106
Ames 19330	2	4	11	2017	99	1	9	0.759586501	20.64532108	4.702296927	2.93747493	53.87002317	1.990825718	26.10720451	58.79832382	84.90552833
PI 522252	2	5	11	2017	99	1	8	0.656449763	24.32415183	5.511957298	1.095166753	46.32512112	4.246269351	30.49255889	51.66655723	82.15911612
PI 595616	2	6	11	2017	99	1	8	0.878162162	9.696390285	5.435484324	0.514856272	33.29448166	4.124126423	16.01003677	37.93346435	53.94350112
14SJMY:Breed:0001	2	7	11	2017	1	0	8	1.14572867	29.38772818	11.88964309	3.518528193	39.95870301	2.681728759	42.42309994	46.15895996	88.5820599
PI 601405	2	8	11	2017	99	1	18	0.041376081	0.246090146	1.984918797	0.913237675	55.75514858	6.123762658	2.272385025	62.79214892	65.06453394
PI 257514	2	9	11	2017	99	1	19	0.619992383	25.95267684	10.50557317	0.551689013	20.0414897	5.827317805	37.07824239	26.42049652	63.49873891
Ames 22765	4	10	110	2017	99	1	6	0.546977595	11.84449074	10.60579375	0.673767557	21.20197181	4.643852431	22.99726209	26.51959179	49.51685388
PI 221805	4	11	110	2017	99	1	6	1.78152704	36.81314493	10.82600573	1.859556163	58.4159054	9.617260022	49.4206777	69.89272159	119.3133993
PI 601403	4	2	110	2017	99	1	5	0.9902838	20.87458406	8.621870349	1.042787011	25.52006533	6.739734696	30.48673821	33.30258703	63.78932524
NSL 65872	4	3	110	2017	99	1	18	0.333016763	22.16666025	8.13087894	0.146493751	8.383765446	5.070411714	30.63055596	13.60067091	44.23122687
Ames 12821	4	4	110	2017	99	1	17	0.448850584	16.5339238	7.100626121	1.960410109	41.36549372	2.99927148	24.0834005	46.32517531	70.40857582
PI 558527	4	5	110	2017	99	1	11	1.120448078	11.89141419	9.397586582	2.704601921	70.78641854	0.554479579	22.40944885	74.04550004	96.45494889
NSL 30861	4	6	110	2017	99	1	18	0.526696564	12.7706857	4.679039145	0.766363064	27.20729058	0.601365629	17.97642141	28.57501927	46.55144068
NSL 437937	4	7	110	2017	99	1	12	0.987452538	9.266407806	12.34532902	2.177733003	49.60634777	5.395964524	22.59918936	57.1800453	79.77923466
Ames 30857	4	9	110	2017	99	1	14	1.667051153	40.11301403	14.57658728	1.697553422	39.97580315	5.450658898	56.35665246	47.12401547	103.4806679
Ames 27096	4	10	111	2017	99	1	6	0.510303825	9.862522281	4.192783624	0.16055097	13.38983199	1.342606232	14.56560973	14.89298919	29.45859892
PI 601440	4	2	111	2017	99	1	5	1.100735626	15.45080622	4.035615783	2.171477498	47.73667452	10.43469294	20.58715762	60.34284496	80.93000258
NSL 65873	4	3	111	2017	99	1	17	0.700851881	6.404659258	10.69861059	1.641728636	38.52190151	10.16621452	17.80412173	50.32984467	68.1339664
Ames 19017	4	4	111	2017	99	1	17	0.744526277	24.09750832	20.28550123	0.884317397	36.88132158	1.618788715	45.12753582	39.38442769	84.51196351
PI 561604	4	5	111	2017	99	1	10	0.852490902	22.27553899	9.59992499	0.623610345	24.24542877	3.037112376	32.72795488	27.90615149	60.63410637
NSL 30911	4	6	111	2017	99	1	18	0.778158072	7.705525491	13.65875638	3.070431771	52.47935505	12.2422146	22.14243995	67.79200142	89.93444137
NSL 438038	4	8	111	2017	99	1	14	0.252336989	5.01882291	6.724989321	0.941239846	17.22632094	7.849043459	11.99614922	26.01660424	38.01275346
Ames 31534	4	9	111	2017	99	1	14	0.18541297	7.61239246	4.131459223	2.678744196	52.68642511	14.38825879	11.92926465	69.75342809	81.68269274
Ames 27098	4	10	112	2017	99	1	6	1.891472625	16.1845395	7.14997279	0.435054904	13.16375668	4.375053975	25.22598492	17.97386555	43.19985047
PI 221821	4	11	112	2017	99	1	6	0.225879683	9.063048064	21.37854022	0.388516284	26.33042629	3.495478338	30.66746797	30.21442091	60.88188887
PI 601490	4	2	112	2017	99	1	5	0.48958096	14.69029852	6.313656601	1.467264427	39.00808225	1.556901803	21.49353608	42.03224848	63.52578456
NSL 67789	4	3	112	2017	99	1	17	8.754927694	60.92132786	13.68053048	1.810195207	47.4592882	2.08212445	83.35678604	51.35160785	134.7083939
Ames 25559	4	4	112	2017	99	1	17	0.818144983	4.646912999	6.014955408	0.118232066	16.57852038	0.599589108	11.48001339	17.29634155	28.77635494
PI 564852	4	5	112	2017	99	1	10	0.278414807	13.10873889	16.41281704	1.185085056	59.0965441	6.774778013	29.79997074	67.05640717	96.85637791
NSL 65863	4	6	112	2017	99	1	19	0.256302943	12.43911421	11.76749295	2.100348302	47.93095203	1.301510957	24.4629101	51.33281129	75.7957214
NSL 437971	4	7	112	2017	99	1	12	0.377778869	3.166501786	6.763805603	0.700039555	37.43477987	14.58726078	10.30808626	52.72208021	63.03016646
CIze 44	4	9	112	2017	99	1	14	0.259179659	7.776363933	5.05684334	3.470272489	45.12632323	1.259875307	13.09238693	49.85647103	62.94885796
Ames 27191	4	10	113	2017	99	1	6	0.706697256	9.182310991	9.203595874	1.719250722	50.01520627	7.313782598	19.09260412	59.04823959	78.14084371
PI 303929	4	11	113	2017	99	1	6	0.198153545	4.667997312	7.643044019	0.788600061	31.1927868	5.166287781	12.50919488	37.14767464	49.65686952
PI 601785	4	2	113	2017	99	1	5	1.377963237	43.06824256	19.73848268	1.810159989	66.82277823	12.78394302	64.18468848	81.41688123	145.6015697
NSL 67790	4	3	113	2017	99	1	18	8.166007973	34.63800496	5.205582864	1.624325015	65.11916273	7.172197994	48.0095958	73.91568573	121.9252815
Ames 26028	4	4	113	2017	99	1	17	0.763765358	15.99795837	19.78597448	1.279178771	35.85637677	24.8605066	36.54769822	61.99606215	98.54376036
PI 596627	4	5	113	2017	99	1	10	0.84006603	14.86967013	7.331088256	0.186993237	15.16366818	0.260710742	23.04082442	15.61137216	38.65219658
CIze 81	4	9	113	2017	99	1	14	1.312878449	17.98897167	16.22809519	0.371047987	19.45037399	17.37666492	35.52994531	37.1980869	72.72803221
Ames 28935	4	10	114	2017	99	1	6	0.252184254	10.2076512	5.9127384	0.070555593	6.368810962	0.815141379	16.37257386	7.254507934	23.62708179
PI 303940	4	11	114	2017	99	1	6	1.38203485	19.42086345	16.72103937	1.688164135	37.7318015	10.5959302	37.52393767	50.01589584	87.5398335
PI 604605	4	2	114	2017	99	1	5	0.517546923	8.323515023	5.441954341	1.718358128	34.08366403	14.27434445	14.28301629	50.07636661	64.35938289
NSL 67799	4	3	114	2017	99	1	17	3.173742409	19.79705841	8.628825479	3.159942618	81.47807546	0.860632494	31.5996263	85.49865057	117.0982769
Ames 26754	4	4	114	2017	99	1	18	0.279613457	2.732451713	9.363232068	2.244169991	54.4078706	12.54456989	12.37529724	69.19661048	81.57190772
NSL 438005	4	6	114	2017	99	1	19	0.821647479	5.182326649	12.06967173	0.561032691	13.06077787	7.650897155	18.07364586	21.27270772	39.34635358
NSL 438042	4	7	114	2017	99	1	12	0.214700471	3.715237039	7.991296125	0.47165872	18.9663723	9.887304896	11.92123364	29.32533592	41.24656955
PI 221739	4	8	114	2017	99	1	14	0.389354579	12.24526832	10.1054049	1.284144705	44.38105928	9.800374862	22.7400278	55.46557885	78.20560665
CIze 83	4	9	114	2017	99	1	14	0.613902969	2.581429777	8.927219538	0.556363883	32.14070245	12.26199032	12.12255228	44.95905665	57.08160893
Ames 28957	4	10	115	2017	99	1	6	10.4978496	39.93555744	11.17168704	0.95320843	29.9431315	1.591940935	61.60509407	32.48828086	94.09337494
PI 606330	4	2	115	2017	99	1	5	0.763074992	16.66734396	8.264677388	2.106280643	70.02412518	1.303420464	25.69509634	73.43382629	99.12892263
NSL 197105	4	3	115	2017	99	1	17	0.222384395	2.318550575	10.11918507	2.956935203	37.41349959	4.803306634	12.66012004	45.17374143	57.83386147
Ames 26789	4	4	115	2017	99	1	10	1.272876537	31.17493722	3.658774606	1.41333347	28.97706004	3.686317969	36.10658836	34.07671148	70.18329985
PI 641226	4	5	115	2017	99	1	10	2.683363998	36.93526812	12.8855449	0.922529732	49.09911359	8.79541616	52.50417702	58.81705949	111.3212365
PI 198889	4	6	115	2017	99	1	18	0.28308326	14.39838307	3.687830948	0.96003551	38.52468572	0.945783392	18.36929728	40.43050462	58.79980191
PI 221794	4	8	115	2017	99	1	15	0.416356372	8.239936555	6.617448456	4.931129178	79.54253303	2.001405359	15.27374138	86.47506757	101.748809
CIze 86	4	9	115	2017	99	1	14	0.101115497	3.694316712	3.80162931	0.798822005	38.19814058	3.916292738	7.59706152	42.91325532	50.51031684
CIze 23	4	10	116	2017	99	1	6	0.974630794	18.65946825	14.60190314	0.840832261	35.66734769	8.766509296	34.23600218	45.27468925	79.51069143
PI 406126	4	11	116	2017	99	1	6	0.311558719	5.131351063	8.733928154	1.080832533	31.987116	14.92665561	14.17683794	47.99460415	62.17144209
PI 608766	4	2	116	2017	99	1	5	0.312607804	10.72467448	6.177464716	0.593196334	35.98654356	8.76883256	17.214747	45.34857245	62.56331945
NSL 242483	4	3	116	2017	99	1	5	0.557949258	8.594255773	8.973720431	0.132764459	11.88236915	5.999214091	18.12592546	18.0143477	36.14027316
Ames 27120	4	4	116	2017	99	1	10	0.684676868	22.58713855	5.595312278	3.418688477	85.06053232	1.200400504	28.86712769	89.6796213	118.546749
PI 641256	4	5	116	2017	99	1	10	1.428212471	19.89979234	7.173615937	0.469431865	21.87778315	1.113614517	28.50162075	23.46082953	51.96245028
PI 221789	4	7	116	2017	99	1	12	0.69916931	8.916802993	14.3603966	0.838664618	33.95120184	1.63838471	23.9763689	36.42825117	60.40462007
PI 506254	4	8	116	2017	99	1	14	0.980014246	28.18535667	9.272074117	2.230033211	40.42105697	8.824174673	38.43744503	51.47526485	89.91270988
CIze 89	4	9	116	2017	99	1	15	0.86980338	19.50739942	5.809697301	1.504510765	33.6344512	2.203456114	26.1869001	37.34241808	63.52931817
PI 608778	4	2	117	2017	99	1	5	0.428302118	10.89163834	11.57876212	1.409198824	64.17303744	15.6151794	22.89870257	81.19741567	104.0961182
NSL 437871	4	3	117	2017	99	1	5	1.222377958	36.78217096	8.112516163	3.305124847	79.98150914	1.15861355	46.11706508	84.44524754	130.5623126
Ames 27136	4	4	117	2017	99	1	10	0.562688188	11.93726044	11.39365687	0.222432824	14.93282413	13.2791138	23.8936055	28.43437076	52.32797626
PI 654048	4	5	117	2017	99	1	10	1.542030918	8.723234851	8.434589894	1.288829697	36.26273954	9.659236169	18.69985566	47.2108054	65.91066107
PI 270297	4	6	117	2017	99	1	19	1.399180391	13.51175316	8.109796364	4.770850171	65.45158966	15.43693509	23.02072991	85.65937491	108.6801048
PI 340869	4	7	117	2017	99	1	13	0.081348309	3.240939498	1.633773021	1.04460901	26.59454916	2.150638119	4.956060829	29.78979629	34.74585711
PI 506255	4	8	117	2017	99	1	14	0.605290118	10.98164986	10.30333511	0.113440046	5.308592753	6.760647998	21.89027509	12.1826808	34.07295589
NSL 43597	4	9	117	2017	99	1	14	1.299105415	25.31861017	16.39540604	0.70264102	33.38216405	11.66008012	43.01312162	45.74488519	88.75800681
NSL 197106	4	10	118	2017	99	1	6	2.466013165	24.98174795	13.02555987	2.219912637	58.5679939	12.2934367	40.47332099	73.08134324	113.5546642
PI 610493	4	2	118	2017	99	1	5	2.031362085	39.31712745	6.194218308	4.714104381	67.28788896	4.323436113	47.54270785	76.32542945	123.8681373
NSL 437877	4	3	118	2017	99	1	5	0.19813739	2.012494621	7.757903148	0.026422016	4.36089973	8.608844552	9.968535159	12.9961663	22.96470146
Ames 27158	4	4	118	2017	99	1	10	0.312328322	18.41194267	8.361380285	1.213886816	72.77687934	9.648538808	27.08565127	83.63930497	110.7249562
Ames 10256	4	5	118	2017	99	1	10	0.476607543	20.406861	7.964491043	1.311926947	44.86510716	0.245025693	28.84795958	46.4220598	75.27001938
PI 511309	4	6	118	2017	99	1	18	1.679711338	36.58568239	12.71301808	5.024731974	59.26965689	7.820757376	50.97841181	72.11514624	123.093558
PI 550909	4	7	118	2017	99	1	12	0.317943867	7.569673788	5.719954231	0.587952309	43.01290715	4.881673805	13.60757189	48.48253326	62.09010515
PI 550471	4	8	118	2017	99	1	14	0.198102158	5.040934065	12.53030752	0.303410152	14.0167097	4.527379343	17.76934374	18.8474992	36.61684294
NSL 53086	4	9	118	2017	99	1	14	3.45200333	24.32976099	8.415898564	3.549024014	48.90700844	2.332211638	36.19766289	54.78824409	90.98590698
14SJMY:Breed:0001	4	10	119	2017	1	0	6	1.326004378	30.68307133	11.02636576	2.326791882	31.40443074	5.385186609	43.03544148	39.11640923	82.1518507
PI 634206	4	2	119	2017	99	1	5	0.441585372	27.48043308	13.92770313	1.321807502	32.62948486	8.176835754	41.84972159	42.12812812	83.9778497
NSL 437934	4	3	119	2017	99	1	5	1.547259222	30.73284111	11.22431945	4.491391594	89.38723419	3.582039713	43.50441979	97.4606655	140.9650853
14SJMY:Breed:0001	4	4	119	2017	1	0	10	1.496683672	31.79836894	12.01457976	2.083180021	31.71130583	6.087523035	45.30963237	39.88200888	85.19164125
Ames 10277	4	5	119	2017	99	1	10	0.766944659	12.72858113	7.988354896	0.668481921	18.77695663	5.888832504	21.48388069	25.33427105	46.81815174
PI 531084	4	6	119	2017	99	1	18	0.300741575	5.766974321	9.216453072	0.517014585	21.07979021	4.984416658	15.28416897	26.58122145	41.86539042
PI 591022	4	7	119	2017	99	1	12	0.25021335	8.428752485	6.940921847	0.931876762	51.38931981	1.851375008	15.61988768	54.17257158	69.79245926
PI 550918	4	8	119	2017	99	1	14	1.440443834	30.48635079	8.816023777	7.160711381	91.40153807	4.357466324	40.7428184	102.9197158	143.6625342
NSL 68242	4	9	119	2017	99	1	14	3.000768924	25.17417952	8.838745193	2.933496503	53.42764614	2.282430338	37.01369364	58.64357298	95.65726662
Ames 24734	2	10	12	2017	99	1	7	1.705031728	13.28125518	6.304091889	2.479149277	47.9889757	1.86101435	21.2903788	52.32913933	73.61951813
PI 601402	2	11	12	2017	99	1	13	0.834295766	14.47148414	10.27834623	0.399827905	12.13878374	5.077454278	25.58412613	17.61606592	43.20019206
NSL 30835	2	12	12	2017	99	1	16	0.293668608	15.51237219	5.129085616	4.136345495	91.90720879	1.270787817	20.93512641	97.3143421	118.2494685
PI 601562	2	13	12	2017	99	1	14	1.176047427	10.55722121	5.927870745	2.302510922	47.58779875	11.57679948	17.66113938	61.46710915	79.12824854
PI 559380	2	14	12	2017	99	1	14	0.179406631	7.752871139	9.944461321	0.980852791	27.76876399	6.471720814	17.87673909	35.2213376	53.09807669
NSL 81599	2	15	12	2017	99	1	3	0.199435557	5.07695252	3.635736968	3.607628652	62.55301101	1.992288973	8.912125045	68.15292864	77.06505368
Ames 22025	2	16	12	2017	99	1	3	0.278531739	10.6016012	4.75852775	0.575322324	23.25429154	1.233249695	15.63866069	25.06286356	40.70152425
